Ref,Val,Package,PosX,PosY,Rot,Side
R118,30,_0603,-5.397638,-2.181102,-90,bottom
R119,4.99k,_0603,-5.153543,-2.377953,0,bottom
R120,1.65k,_0603,-4.909449,-2.291339,90,bottom
R122,100,_0603,-5.547244,-2.19685,180,bottom
R123,4.99k,_0603,-5.641732,-2.232283,-90,bottom
R124,30,_0603,-6.066929,-2.181102,-90,bottom
R125,4.99k,_0603,-5.822835,-2.377953,0,bottom
R126,1.65k,_0603,-5.57874,-2.291339,90,bottom
R128,100,_0603,-6.216535,-2.19685,180,bottom
R129,4.99k,_0603,-6.311024,-2.232283,-90,bottom
R130,30,_0603,-6.73622,-2.181102,-90,bottom
R131,4.99k,_0603,-6.492126,-2.377953,0,bottom
R132,1.65k,_0603,-6.248031,-2.291339,90,bottom
R134,100,_0603,-6.885335,-2.19685,180,bottom
R135,4.99k,_0603,-6.980315,-2.232283,-90,bottom
R136,30,_0603,-7.405512,-2.181102,-90,bottom
R137,4.99k,_0603,-7.161417,-2.377953,0,bottom
R138,1.65k,_0603,-6.917323,-2.291339,90,bottom
R140,100,_0603,-2.200787,-2.19685,180,bottom
R141,4.99k,_0603,-2.295276,-2.232283,-90,bottom
R142,30,_0603,-2.720472,-2.181102,-90,bottom
R143,4.99k,_0603,-2.476378,-2.377953,0,bottom
R144,1.65k,_0603,-2.232283,-2.291339,90,bottom
R146,100,_0603,-2.870079,-4.759843,180,bottom
R147,4.99k,_0603,-2.964567,-4.799213,-90,bottom
R148,30,_0603,-3.389764,-4.80315,90,bottom
R149,4.99k,_0603,-3.145669,-4.940945,0,bottom
R150,1.65k,_0603,-2.870079,-4.822835,0,bottom
R152,100,_0603,-3.53937,-4.759843,180,bottom
R153,4.99k,_0603,-3.633858,-4.799213,-90,bottom
R154,30,_0603,-4.059055,-4.80315,90,bottom
R155,4.99k,_0603,-3.814961,-4.940945,0,bottom
R156,1.65k,_0603,-3.53937,-4.822835,0,bottom
R158,100,_0603,-4.208661,-4.759843,180,bottom
R159,4.99k,_0603,-4.30315,-4.799213,-90,bottom
R160,30,_0603,-4.728346,-4.80315,90,bottom
R161,4.99k,_0603,-4.484252,-4.940945,0,bottom
R162,1.65k,_0603,-4.208661,-4.822835,0,bottom
R164,100,_0603,-4.877953,-4.759843,180,bottom
R165,4.99k,_0603,-4.972441,-4.799213,-90,bottom
R166,30,_0603,-5.397638,-4.80315,90,bottom
R167,4.99k,_0603,-5.153543,-4.940945,0,bottom
R168,1.65k,_0603,-4.877953,-4.822835,0,bottom
R170,100,_0603,-5.547244,-4.759843,180,bottom
R171,4.99k,_0603,-5.641732,-4.799213,-90,bottom
R172,30,_0603,-6.066929,-4.80315,90,bottom
R173,4.99k,_0603,-5.822835,-4.940945,0,bottom
R174,1.65k,_0603,-5.547244,-4.822835,0,bottom
R176,100,_0603,-6.216535,-4.759843,180,bottom
R177,4.99k,_0603,-6.311024,-4.799213,-90,bottom
R178,30,_0603,-6.73622,-4.80315,90,bottom
R179,4.99k,_0603,-6.492126,-4.940945,0,bottom
R180,1.65k,_0603,-6.216535,-4.822835,0,bottom
R182,100,_0603,-6.885827,-4.759843,180,bottom
R183,4.99k,_0603,-6.980315,-4.799213,-90,bottom
R184,30,_0603,-7.405512,-4.80315,90,bottom
R185,4.99k,_0603,-7.161417,-4.940945,0,bottom
R186,1.65k,_0603,-6.885335,-4.822835,0,bottom
R188,100,_0603,-2.200787,-4.759843,180,bottom
R189,4.99k,_0603,-2.295276,-4.799213,-90,bottom
R190,30,_0603,-2.720472,-4.80315,90,bottom
R191,4.99k,_0603,-2.476378,-4.940945,0,bottom
R192,1.65k,_0603,-2.200787,-4.822835,0,bottom
ANT1,,UFL,6.653543,-3.090551,0,top
ANT2,,UFL,5.984252,-3.090551,0,top
ANT3,,UFL,5.314961,-3.090551,0,top
ANT4,,UFL,4.645669,-3.090551,0,top
ANT5,,UFL,3.976378,-3.090551,0,top
ANT6,,UFL,3.307087,-3.090551,0,top
ANT7,,UFL,2.637795,-3.090551,0,top
ANT8,,UFL,1.968504,-3.090551,0,top
ANT9,,UFL,6.673228,-3.956693,0,top
ANT10,,UFL,6.003937,-3.956693,0,top
ANT11,,UFL,5.334646,-3.956693,0,top
ANT12,,UFL,4.665354,-3.956693,0,top
ANT13,,UFL,3.996063,-3.956693,0,top
ANT14,,UFL,3.326772,-3.956693,0,top
ANT15,,UFL,2.65748,-3.956693,0,top
ANT16,,UFL,1.988189,-3.956693,0,top
C1,1u,1206,1.38189,-1.925197,0,top
C2,1u,1206,1.38189,-1.783465,0,top
C3,47u,,3.024803,-1.227559,-90,top
C4,47u,,4.458268,-1.220079,90,top
C5,1u,1206,1.744094,-1.783465,180,top
C6,1u,1206,1.744094,-1.925197,180,top
C7,0.1u,_0603,2.84252,-2.602362,90,top
C8,1n,_0603,2.480315,-2.69685,-90,top
C9,0.1u,_0603,2.748031,-2.716535,180,top
C10,0.1u,_0603,3.511811,-2.602362,90,top
C11,1n,_0603,3.149606,-2.69685,-90,top
C12,0.1u,_0603,3.417323,-2.716535,180,top
C13,0.1u,_0603,4.181102,-2.606299,90,top
C14,1n,_0603,3.818898,-2.700787,-90,top
C15,0.1u,_0603,4.086614,-2.720472,180,top
C16,0.1u,_0603,4.850394,-2.606299,90,top
C17,1n,_0603,4.488189,-2.700787,-90,top
C18,0.1u,_0603,4.755906,-2.720472,180,top
C19,0.1u,_0603,5.519685,-2.606299,90,top
C20,1n,_0603,5.15748,-2.700787,-90,top
C21,0.1u,_0603,5.425197,-2.720472,180,top
C22,0.1u,_0603,6.188976,-2.606299,90,top
C23,1n,_0603,5.826772,-2.700787,-90,top
C24,0.1u,_0603,6.094488,-2.720472,180,top
C25,0.1u,_0603,6.858268,-2.606299,90,top
C26,1n,_0603,6.496063,-2.700787,-90,top
C27,0.1u,_0603,6.76378,-2.720472,180,top
C28,0.1u,_0603,2.173228,-2.602362,90,top
C29,1n,_0603,1.811024,-2.69685,-90,top
C30,0.1u,_0603,2.07874,-2.716535,180,top
C31,0.1u,_0603,2.84252,-4.413386,90,top
C32,1n,_0603,2.480315,-4.511811,-90,top
C33,0.1u,_0603,2.748031,-4.527559,180,top
C34,0.1u,_0603,3.511811,-4.413386,90,top
C35,1n,_0603,3.149606,-4.511811,-90,top
C36,0.1u,_0603,3.417323,-4.527559,180,top
C37,0.1u,_0603,4.181102,-4.413386,90,top
C38,1n,_0603,3.818898,-4.511811,-90,top
C39,0.1u,_0603,4.086614,-4.527559,180,top
C40,0.1u,_0603,4.850394,-4.413386,90,top
C41,1n,_0603,4.488189,-4.511811,-90,top
C42,0.1u,_0603,4.755906,-4.527559,180,top
C43,0.1u,_0603,5.519685,-4.413386,90,top
C44,1n,_0603,5.15748,-4.511811,-90,top
C45,0.1u,_0603,5.425197,-4.527559,180,top
C46,0.1u,_0603,6.188976,-4.413386,90,top
C47,1n,_0603,5.826772,-4.511811,-90,top
C48,0.1u,_0603,6.094488,-4.527559,180,top
C49,0.1u,_0603,6.858268,-4.413386,90,top
C50,1n,_0603,6.496063,-4.511811,-90,top
C51,0.1u,_0603,6.76378,-4.527559,180,top
C52,0.1u,_0603,2.173228,-4.413386,90,top
C53,1n,_0603,1.811024,-4.511811,-90,top
C54,0.1u,_0603,2.07874,-4.527559,180,top
C103,1u,1206,4.784055,-1.805512,0,top
C104,10u,,6.501181,-1.944882,0,top
C105,10u,,3.142717,-5.070079,0,top
C106,1u,1206,3.281102,-5.284252,0,top
C107,10u,,7.159843,-5.047638,0,top
C108,10u,,4.50748,-1.930709,180,top
C109,1u,1206,7.120669,-5.25315,0,top
C110,1u,1206,6.479331,-2.136811,0,top
C111,10u,,2.468504,-5.068898,0,top
C112,1u,1206,5.787992,-2.122835,0,top
C113,10u,,6.472244,-5.053937,0,top
C114,10u,,3.837205,-1.925984,0,top
C115,1u,1206,2.676378,-5.287008,0,top
C116,1u,1206,4.110827,-1.780315,0,top
C117,10u,,5.83937,-1.926772,180,top
C118,1u,1206,6.634843,-5.251969,0,top
D1,,TVS,6.692913,-2.874016,-90,top
D2,,TVS,6.023622,-2.874016,-90,top
D3,,TVS,5.354331,-2.874016,-90,top
D4,,TVS,4.685039,-2.874016,-90,top
D5,,TVS,4.015748,-2.874016,-90,top
D6,,TVS,3.346457,-2.874016,-90,top
D7,,TVS,2.677165,-2.874016,-90,top
D8,,TVS,2.007874,-2.875984,-90,top
D9,,TVS,6.653543,-4.133858,180,top
D10,,TVS,5.984252,-4.133858,180,top
D11,,TVS,5.314961,-4.133858,180,top
D12,,TVS,4.645669,-4.133858,180,top
D13,,TVS,3.976378,-4.133858,180,top
D14,,TVS,3.307087,-4.133858,180,top
D15,,TVS,2.637795,-4.133858,180,top
D16,,TVS,1.968504,-4.133858,180,top
D33,,DIO,1.349016,-1.559449,0,top
D34,,DIO,1.744094,-1.519685,0,top
FL1,,,2.433071,-2.976378,90,top
FL2,,,3.102362,-2.976378,90,top
FL3,,,3.771654,-2.976378,90,top
FL4,,,4.440945,-2.980315,90,top
FL5,,,5.110236,-2.976378,90,top
FL6,,,5.779528,-2.976378,90,top
FL7,,,6.448819,-2.976378,90,top
FL8,,,1.76378,-2.976378,90,top
FL9,,,2.440945,-4.055118,-90,top
FL10,,,3.110236,-4.055118,-90,top
FL11,,,3.779528,-4.055118,-90,top
FL12,,,4.448819,-4.055118,-90,top
FL13,,,5.11811,-4.055118,-90,top
FL14,,,5.787402,-4.055118,-90,top
FL15,,,6.456693,-4.055118,-90,top
FL16,,,1.771654,-4.055118,-90,top
IC1, ,SO,2.661417,-2.574803,0,top
IC2, ,SO,3.330709,-2.574803,0,top
IC3, ,SO,4,-2.57874,0,top
IC4, ,SO,4.669291,-2.57874,0,top
IC5, ,SO,5.338583,-2.57874,0,top
IC6, ,SO,6.007874,-2.57874,0,top
IC7, ,SO,6.677165,-2.57874,0,top
IC8, ,SO,1.992126,-2.574803,0,top
IC9, ,SO,2.661417,-4.385827,0,top
IC10, ,SO,3.330709,-4.385827,0,top
IC11, ,SO,4,-4.385827,0,top
IC12, ,SO,4.669291,-4.385827,0,top
IC13, ,SO,5.338583,-4.385827,0,top
IC14, ,SO,6.007874,-4.385827,0,top
IC15, ,SO,6.677165,-4.385827,0,top
IC16, ,SO,1.992126,-4.385827,0,top
J1,,Term_1x3,1.755512,-1.13189,0,top
J2,,HD68,2.559055,-6.472441,0,top
J3,,HD68,6.535433,-6.472441,0,top
J4,,Head_2x2,4.565748,-6.38248,0,top
L1,18.4k,  ,2.811024,-2.19685,90,top
L2,18.4k,  ,3.480315,-2.19685,90,top
L3,18.4k,  ,4.149606,-2.200787,90,top
L4,18.4k,  ,4.818898,-2.200787,90,top
L5,18.4k,  ,5.488189,-2.200787,90,top
L6,18.4k,  ,6.15748,-2.200787,90,top
L7,18.4k,  ,6.826772,-2.200787,90,top
L8,18.4k,  ,2.141732,-2.19685,90,top
L9,18.4k,  ,2.795276,-4.799213,-90,top
L10,18.4k,  ,3.464567,-4.799213,-90,top
L11,18.4k,  ,4.133858,-4.799213,-90,top
L12,18.4k,  ,4.80315,-4.799213,-90,top
L13,18.4k,  ,5.472441,-4.799213,-90,top
L14,18.4k,  ,6.141732,-4.799213,-90,top
L15,18.4k,  ,6.811024,-4.799213,-90,top
L16,18.4k,  ,2.125984,-4.799213,-90,top
R2,100,_0603,2.385827,-2.614173,180,top
R3,4.99k,_0603,2.480315,-2.574803,90,top
R4,30,_0603,2.905512,-2.570866,-90,top
R5,4.99k,_0603,2.661417,-2.433071,0,top
R6,1.65k,_0603,2.385827,-2.551181,0,top
R8,100,_0603,3.055118,-2.614173,180,top
R9,4.99k,_0603,3.149606,-2.574803,90,top
R10,30,_0603,3.574803,-2.570866,-90,top
R11,4.99k,_0603,3.330709,-2.433071,0,top
R12,1.65k,_0603,3.055118,-2.551181,0,top
R14,100,_0603,3.724409,-2.61811,180,top
R15,4.99k,_0603,3.818898,-2.57874,90,top
R16,30,_0603,4.244094,-2.574803,-90,top
R17,4.99k,_0603,4,-2.437008,0,top
R18,1.65k,_0603,3.724409,-2.555118,0,top
R20,100,_0603,4.393701,-2.61811,180,top
R21,4.99k,_0603,4.488189,-2.57874,90,top
R22,30,_0603,4.913386,-2.574803,-90,top
R23,4.99k,_0603,4.669291,-2.437008,0,top
R24,1.65k,_0603,4.393701,-2.555118,0,top
R26,100,_0603,5.062992,-2.61811,180,top
R27,4.99k,_0603,5.15748,-2.57874,90,top
R28,30,_0603,5.582677,-2.574803,-90,top
R29,4.99k,_0603,5.338583,-2.437008,0,top
R30,1.65k,_0603,5.062992,-2.555118,0,top
R32,100,_0603,5.732283,-2.61811,180,top
R33,4.99k,_0603,5.826772,-2.57874,90,top
R34,30,_0603,6.251969,-2.574803,-90,top
R35,4.99k,_0603,6.007874,-2.437008,0,top
R36,1.65k,_0603,5.732283,-2.555118,0,top
R38,100,_0603,6.401575,-2.61811,180,top
R39,4.99k,_0603,6.496063,-2.57874,90,top
R40,30,_0603,6.92126,-2.574803,-90,top
R41,4.99k,_0603,6.677165,-2.437008,0,top
R42,1.65k,_0603,6.401575,-2.555118,0,top
R44,100,_0603,1.716535,-2.614173,180,top
R45,4.99k,_0603,1.811024,-2.574803,90,top
R46,30,_0603,2.23622,-2.570866,-90,top
R47,4.99k,_0603,1.992126,-2.433071,0,top
R48,1.65k,_0603,1.716535,-2.551181,0,top
R50,100,_0603,2.385827,-4.425197,180,top
R51,4.99k,_0603,2.480315,-4.389764,90,top
R52,30,_0603,2.905512,-4.440945,90,top
R53,4.99k,_0603,2.661417,-4.244094,0,top
R54,1.65k,_0603,2.417323,-4.330709,-90,top
R56,100,_0603,3.055118,-4.425197,180,top
R57,4.99k,_0603,3.149606,-4.389764,90,top
R58,30,_0603,3.574803,-4.440945,90,top
R59,4.99k,_0603,3.330709,-4.244094,0,top
R60,1.65k,_0603,3.086614,-4.330709,-90,top
R62,100,_0603,3.724409,-4.425197,180,top
R63,4.99k,_0603,3.818898,-4.389764,90,top
R64,30,_0603,4.244094,-4.440945,90,top
R65,4.99k,_0603,4,-4.244094,0,top
R66,1.65k,_0603,3.755906,-4.330709,-90,top
R68,100,_0603,4.393701,-4.425197,180,top
R69,4.99k,_0603,4.488189,-4.389764,90,top
R70,30,_0603,4.913386,-4.440945,90,top
R71,4.99k,_0603,4.669291,-4.244094,0,top
R72,1.65k,_0603,4.425197,-4.330709,-90,top
R74,100,_0603,5.062992,-4.425197,180,top
R75,4.99k,_0603,5.15748,-4.389764,90,top
R76,30,_0603,5.582677,-4.440945,90,top
R77,4.99k,_0603,5.338583,-4.244094,0,top
R78,1.65k,_0603,5.094488,-4.330709,-90,top
R80,100,_0603,5.732283,-4.425197,180,top
R81,4.99k,_0603,5.826772,-4.389764,90,top
R82,30,_0603,6.251969,-4.440945,90,top
R83,4.99k,_0603,6.007874,-4.244094,0,top
R84,1.65k,_0603,5.76378,-4.330709,-90,top
R86,100,_0603,6.401575,-4.425197,180,top
R87,4.99k,_0603,6.496063,-4.389764,90,top
R88,30,_0603,6.92126,-4.440945,90,top
R89,4.99k,_0603,6.677165,-4.244094,0,top
R90,1.65k,_0603,6.433071,-4.330709,-90,top
R92,100,_0603,1.716535,-4.425197,180,top
R93,4.99k,_0603,1.811024,-4.389764,90,top
R94,30,_0603,2.23622,-4.440945,90,top
R95,4.99k,_0603,1.992126,-4.244094,0,top
R96,1.65k,_0603,1.748031,-4.330709,-90,top
